"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"S29","Jiná a neurčená poranění hrudníku","Jiná a neurčená poranění hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S30","Povrchní poranění břicha, dolní části zad a pánve","Povrchní poranění břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S31","Otevřená rána břicha, dolní části zad a pánve","Otevřená rána břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S32","Zlomenina bederní páteře a pánve","Zlomenina bederní páteře a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S33","Vymknutí, podvrtnutí a natažení kloubů a vazů bederní páteře","Vymknutí, podvrtnutí a natažení kloubů a vazů bederní páteře a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S34","Poranění nervů a míchy v úrovni břicha, dolní části zad a pá","Poranění nervů a míchy v úrovni břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S35","Poranění krevních cév v úrovni břicha, dolní části zad a pán","Poranění krevních cév v úrovni břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S36","Poranění nitrobřišních orgánů","Poranění nitrobřišních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S37","Poranění močových a pánevních orgánů","Poranění močových a pánevních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S38","Rozdrcení a úrazová amputace části břicha, dolní části zad a","Rozdrcení a úrazová amputace části břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S39","Jiná a neurčená poranění břicha, dolní části zad a pánve","Jiná a neurčená poranění břicha, dolní části zad a pánve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S40","Povrchní poranění ramene a paže (nadloktí)","Povrchní poranění ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S41","Otevřená rána ramene a paže (nadloktí)","Otevřená rána ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S42","Zlomenina ramene a paže (nadloktí)","Zlomenina ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S43","Vymknutí, podvrtnutí, natažení kloubů a vazů ramenního plete","Vymknutí, podvrtnutí, natažení kloubů a vazů ramenního pletence","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S44","Poranění nervů v úrovni ramene a paže (nadloktí)","Poranění nervů v úrovni ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S45","Poranění krevních cév v úrovni ramene a paže (nadloktí)","Poranění krevních cév v úrovni ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S46","Poranění svalu a šlachy v úrovni ramene a paže (nadloktí)","Poranění svalu a šlachy v úrovni ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S47","Drtivé poranění (rozdrcení) ramene a paže (nadloktí)","Drtivé poranění (rozdrcení) ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S48","Úrazová amputace ramene a paže (nadloktí)","Úrazová amputace ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S49","Jiná a neurčená poranění ramene a paže (nadloktí)","Jiná a neurčená poranění ramene a paže (nadloktí)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S50","Povrchní poranění lokte a předloktí","Povrchní poranění lokte a předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S51","Otevřená rána předloktí","Otevřená rána předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S52","Zlomenina lokte a předloktí","Zlomenina lokte a předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S53","Vymknutí, podvrtnutí a natažení kloubů a vazů lokte","Vymknutí, podvrtnutí a natažení kloubů a vazů lokte","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S54","Poranění nervů v úrovni předloktí","Poranění nervů v úrovni předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S55","Poranění krevních cév v úrovni předloktí","Poranění krevních cév v úrovni předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S56","Poranění svalu a šlachy v úrovni předloktí","Poranění svalu a šlachy v úrovni předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S57","Drtivé poranění (rozdrcení) předloktí","Drtivé poranění (rozdrcení) předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S58","Úrazová amputace předloktí","Úrazová amputace předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S59","Jiná a neurčená poranění předloktí","Jiná a neurčená poranění předloktí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S60","Povrchní poranění zápěstí a ruky","Povrchní poranění zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S61","Otevřená rána zápěstí a ruky","Otevřená rána zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S62","Zlomenina v úrovni zápěstí a ruky","Zlomenina v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S63","Vymknutí, podvrtnutí, natažení kloubů a vazů v úrovni zápěst","Vymknutí, podvrtnutí, natažení kloubů a vazů v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S64","Poranění nervů v úrovni zápěstí a ruky","Poranění nervů v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S65","Poranění krevních cév v úrovni zápěstí a ruky","Poranění krevních cév v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S66","Poranění svalu a šlachy v úrovni zápěstí a ruky","Poranění svalu a šlachy v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S67","Drtivé poranění (rozdrcení) zápěstí a ruky","Drtivé poranění (rozdrcení) zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S68","Úrazová amputace v úrovni zápěstí a ruky","Úrazová amputace v úrovni zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S69","Jiná a neurčená poranění zápěstí a ruky","Jiná a neurčená poranění zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S70","Povrchní poranění kyčle a stehna","Povrchní poranění kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S71","Otevřená rána kyčle a stehna","Otevřená rána kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S72","Zlomenina kosti stehenní [fractura femoris]","Zlomenina kosti stehenní [fractura femoris]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S73","Vymknutí, podvrtnutí a natažení kloubu a vazů kyčle","Vymknutí, podvrtnutí a natažení kloubu a vazů kyčle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S74","Poranění nervů v úrovni kyčle a stehna","Poranění nervů v úrovni kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S75","Poranění krevních cév v úrovni kyčle a stehna","Poranění krevních cév v úrovni kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S76","Poranění svalu a šlachy v úrovni kyčle a stehna","Poranění svalu a šlachy v úrovni kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S77","Drtivé poranění (rozdrcení) kyčle a stehna","Drtivé poranění (rozdrcení) kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S78","Úrazová amputace kyčle a stehna","Úrazová amputace kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S79","Jiná a neurčená poranění kyčle a stehna","Jiná a neurčená poranění kyčle a stehna","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S80","Povrchní poranění bérce","Povrchní poranění bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S81","Otevřená rána bérce","Otevřená rána bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S82","Zlomenina bérce včetně kotníku","Zlomenina bérce včetně kotníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S83","Vymknutí, podvrtnutí a natažení kloubů a vazů kolena","Vymknutí, podvrtnutí a natažení kloubů a vazů kolena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S84","Poranění nervů v úrovni bérce","Poranění nervů v úrovni bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S85","Poranění krevních cév v úrovni bérce","Poranění krevních cév v úrovni bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S86","Poranění svalu a šlachy v úrovni bérce","Poranění svalu a šlachy v úrovni bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S87","Drtivé poranění (rozdrcení) bérce","Drtivé poranění (rozdrcení) bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S88","Úrazová amputace bérce","Úrazová amputace bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S89","Jiná a neurčená poranění bérce","Jiná a neurčená poranění bérce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S90","Povrchní poranění kotníku a nohy pod ním","Povrchní poranění kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S91","Otevřená rána kotníku a nohy pod ním","Otevřená rána kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S92","Zlomenina nohy pod kotníkem (kromě kotníku)","Zlomenina nohy pod kotníkem (kromě kotníku)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S93","Vymk., podvrt. a natažení kloubů a vazů v úrov. kotníku a no","Vymk., podvrt. a natažení kloubů a vazů v úrov. kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S94","Poranění nervů v úrovni kotníku a nohy pod ním","Poranění nervů v úrovni kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S95","Poranění krevních cév v úrovni kotníku a nohy pod ním","Poranění krevních cév v úrovni kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S96","Poranění svalu a šlachy v úrovni kotníku a nohy pod ním","Poranění svalu a šlachy v úrovni kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S97","Drtivé poranění (rozdrcení) kotníku a nohy pod ním","Drtivé poranění (rozdrcení) kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S98","Úrazová amputace kotníku a nohy pod ním","Úrazová amputace kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S99","Jiná a neurčená poranění kotníku a nohy pod ním","Jiná a neurčená poranění kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T00","Povrchní poranění postihující více částí těla","Povrchní poranění postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T01","Otevřené rány postihující více částí těla","Otevřené rány postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T02","Zlomeniny postihující více částí těla","Zlomeniny postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T03","Vymknutí, podvrtnutí a natažení postihující více částí těla","Vymknutí, podvrtnutí a natažení postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T04","Drtivá poranění (rozdrcení) postihující více částí těla","Drtivá poranění (rozdrcení) postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T05","Úrazové amputace postihující více částí těla","Úrazové amputace postihující více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T06","Jiná poranění postihující více částí těla NJ","Jiná poranění postihující více částí těla NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T07","Neurčená mnohočetná poranění","Neurčená mnohočetná poranění","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T08","Zlomenina páteře, úroveň neurčena","Zlomenina páteře, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T09","Jiná poranění páteře a trupu, úroveň neurčena","Jiná poranění páteře a trupu, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T10","Zlomenina horní končetiny, úroveň neurčena","Zlomenina horní končetiny, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T11","Jiná poranění horní končetiny, úroveň neurčena","Jiná poranění horní končetiny, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T12","Zlomenina dolní končetiny, úroveň neurčena","Zlomenina dolní končetiny, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T13","Jiná poranění dolní končetiny, úroveň neurčena","Jiná poranění dolní končetiny, úroveň neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T14","Poranění neurčené části těla","Poranění neurčené části těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T15","Cizí těleso v zevním oku","Cizí těleso v zevním oku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T16","Cizí těleso v uchu","Cizí těleso v uchu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T17","Cizí těleso v dýchacím ústrojí","Cizí těleso v dýchacím ústrojí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T18","Cizí těleso v trávicím ústrojí","Cizí těleso v trávicím ústrojí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T19","Cizí těleso v močovém a pohlavním ústrojí","Cizí těleso v močovém a pohlavním ústrojí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T20","Popálenina a poleptání hlavy a krku","Popálenina a poleptání hlavy a krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T21","Popálenina a poleptání trupu","Popálenina a poleptání trupu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T22","Popálenina a poleptání ramene a horní končetiny kromě zápěst","Popálenina a poleptání ramene a horní končetiny kromě zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T23","Popálenina a poleptání zápěstí a ruky","Popálenina a poleptání zápěstí a ruky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T24","Popálenina a poleptání kyčelní krajiny a dolní končetiny kro","Popálenina a poleptání kyčelní krajiny a dolní končetiny kromě kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T25","Popálenina a poleptání kotníku a nohy pod ním","Popálenina a poleptání kotníku a nohy pod ním","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T26","Popálenina a poleptání omezené na oko a oční adnexa","Popálenina a poleptání omezené na oko a oční adnexa","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T27","Popálenina a poleptání dýchacího ústrojí","Popálenina a poleptání dýchacího ústrojí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T28","Popálenina a poleptání jiných vnitřních orgánů","Popálenina a poleptání jiných vnitřních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T29","Popáleniny a poleptání více částí těla","Popáleniny a poleptání více částí těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T30","Popálenina a poleptání, část těla neurčena","Popálenina a poleptání, část těla neurčena","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T31","Popáleniny tříděné podle rozsahu postiženého povrchu těla","Popáleniny tříděné podle rozsahu postiženého povrchu těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T32","Poleptáni tříděné podle rozsahu postiženého povrchu těla","Poleptáni tříděné podle rozsahu postiženého povrchu těla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T33","Povrchní omrzlina","Povrchní omrzlina","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T34","Omrzlina s nekrózou tkáně","Omrzlina s nekrózou tkáně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T35","Omrzlina postihující více částí těla a neurčená omrzlina","Omrzlina postihující více částí těla a neurčená omrzlina","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T36","Otrava systémovými antibiotiky (působícími na celý organismu","Otrava systémovými antibiotiky (působícími na celý organismus)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T37","Otrava jinými systémovými protiinfekčními a protiparazitární","Otrava jinými systémovými protiinfekčními a protiparazitárními prostředky (působícími na celý organismus)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T38","Otrava hormony a jejich syntetickými náhradami a antagonisty","Otrava hormony a jejich syntetickými náhradami a antagonisty NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T39","Otrava neopioidními analgetiky, antipyretiky a antirevmatiky","Otrava neopioidními analgetiky, antipyretiky a antirevmatiky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T40","Otrava narkotiky a psychodysleptiky (halucinogeny)","Otrava narkotiky a psychodysleptiky (halucinogeny)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T41","Otrava anestetiky a terapeutickými plyny","Otrava anestetiky a terapeutickými plyny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T42","Otrava antiepileptiky, sedativy–hypnotiky a antiparkinsoniky","Otrava antiepileptiky, sedativy–hypnotiky a antiparkinsoniky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T43","Otrava psychotropními léčivy NJ","Otrava psychotropními léčivy NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T44","Otrava léčivy působícími primárně na autonomní nervovou sous","Otrava léčivy působícími primárně na autonomní nervovou soustavu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T45","Otrava prostředky působícími přímo na celý organismus a pros","Otrava prostředky působícími přímo na celý organismus a prostřed. hematologickými NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T46","Otrava prostředky působícími primárně na kardiovaskulární so","Otrava prostředky působícími primárně na kardiovaskulární soustavu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"T47","Otrava prostředky působícími primárně na gastrointestinální ","Otrava prostředky působícími primárně na gastrointestinální soustavu","1994-01-01","9999-09-09"
